date,region,transport_type,users
2022-10-12,Lausanne,Boat,1082
2022-10-13,Zurich,Train,1017
2022-10-13,Zurich,Bus,1024
2022-10-13,Zurich,Tram,996
2022-10-13,Zurich,Boat,1034
2022-10-13,Geneva,Train,984
2022-10-13,Geneva,Bus,992
2022-10-13,Geneva,Tram,1011
2022-10-13,Geneva,Boat,1042
2022-10-13,Basel,Train,971
2022-10-13,Basel,Bus,965
2022-10-13,Basel,Tram,1019
2022-10-13,Basel,Boat,966
2022-10-13,Bern,Train,973
2022-10-13,Bern,Bus,997
2022-10-13,Bern,Tram,1033
2022-10-13,Bern,Boat,992
2022-10-13,Lausanne,Train,995
2022-10-13,Lausanne,Bus,997
2022-10-13,Lausanne,Tram,1000
2022-10-13,Lausanne,Boat,995
2022-10-14,Zurich,Train,992
2022-10-14,Zurich,Bus,1049
2022-10-14,Zurich,Tram,997
2022-10-14,Zurich,Boat,1019
2022-10-14,Geneva,Train,1025
2022-10-14,Geneva,Bus,967
2022-10-14,Geneva,Tram,1011
2022-10-14,Geneva,Boat,1014
2022-10-14,Basel,Train,987
2022-10-14,Basel,Bus,982
2022-10-14,Basel,Tram,1043
2022-10-14,Basel,Boat,1019
2022-10-14,Bern,Train,984
2022-10-14,Bern,Bus,1028
2022-10-14,Bern,Tram,982
2022-10-14,Bern,Boat,1048
2022-10-14,Lausanne,Train,1012
2022-10-14,Lausanne,Bus,1007
2022-10-14,Lausanne,Tram,999
2022-10-14,Lausanne,Boat,1023
2022-10-15,Zurich,Train,1020
2022-10-15,Zurich,Bus,996
2022-10-15,Zurich,Tram,976
2022-10-15,Zurich,Boat,998
2022-10-15,Geneva,Train,999
2022-10-15,Geneva,Bus,960
2022-10-15,Geneva,Tram,1037
2022-10-15,Geneva,Boat,1011
2022-10-15,Basel,Train,973
2022-10-15,Basel,Bus,997
2022-10-15,Basel,Tram,967
2022-10-15,Basel,Boat,989
2022-10-15,Bern,Train,1025
2022-10-15,Bern,Bus,1037
2022-10-15,Bern,Tram,994
2022-10-15,Bern,Boat,980
2022-10-15,Lausanne,Train,1002
2022-10-15,Lausanne,Bus,973
2022-10-15,Lausanne,Tram,960
2022-10-15,Lausanne,Boat,997
2022-10-16,Zurich,Train,1005
2022-10-16,Zurich,Bus,1018
2022-10-16,Zurich,Tram,1032
2022-10-16,Zurich,Boat,965
2022-10-16,Geneva,Train,997
2022-10-16,Geneva,Bus,982
2022-10-16,Geneva,Tram,1024
2022-10-16,Geneva,Boat,1008
2022-10-16,Basel,Train,959
2022-10-16,Basel,Bus,970
2022-10-16,Basel,Tram,1037
2022-10-16,Basel,Boat,966
2022-10-16,Bern,Train,1019
2022-10-16,Bern,Bus,1010
2022-10-16,Bern,Tram,1039
2022-10-16,Bern,Boat,1042
2022-10-16,Lausanne,Train,986
2022-10-16,Lausanne,Bus,1004
2022-10-16,Lausanne,Tram,1016
2022-10-16,Lausanne,Boat,1011
2022-10-17,Zurich,Train,1001
2022-10-17,Zurich,Bus,1026
2022-10-17,Zurich,Tram,1018
2022-10-17,Zurich,Boat,961
2022-10-17,Geneva,Train,982
2022-10-17,Geneva,Bus,936
2022-10-17,Geneva,Tram,965
2022-10-17,Geneva,Boat,988
2022-10-17,Basel,Train,1022
2022-10-17,Basel,Bus,1012
2022-10-17,Basel,Tram,1000
2022-10-17,Basel,Boat,1028
2022-10-17,Bern,Train,1014
2022-10-17,Bern,Bus,1018
2022-10-17,Bern,Tram,1006
2022-10-17,Bern,Boat,998
2022-10-17,Lausanne,Train,1010
2022-10-17,Lausanne,Bus,962
2022-10-17,Lausanne,Tram,983
2022-10-17,Lausanne,Boat,1029
2022-10-18,Zurich,Train,977
2022-10-18,Zurich,Bus,956
2022-10-18,Zurich,Tram,1018
2022-10-18,Zurich,Boat,999
2022-10-18,Geneva,Train,986
2022-10-18,Geneva,Bus,949
2022-10-18,Geneva,Tram,1003
2022-10-18,Geneva,Boat,996
2022-10-18,Basel,Train,1029
2022-10-18,Basel,Bus,989
2022-10-18,Basel,Tram,959
2022-10-18,Basel,Boat,1034
2022-10-18,Bern,Train,1046
2022-10-18,Bern,Bus,1036
2022-10-18,Bern,Tram,975
2022-10-18,Bern,Boat,1055
2022-10-18,Lausanne,Train,968
2022-10-18,Lausanne,Bus,1013
2022-10-18,Lausanne,Tram,1034
2022-10-18,Lausanne,Boat,999
2022-10-19,Zurich,Train,989
2022-10-19,Zurich,Bus,933
2022-10-19,Zurich,Tram,987
2022-10-19,Zurich,Boat,997
2022-10-19,Geneva,Train,1035
2022-10-19,Geneva,Bus,997
2022-10-19,Geneva,Tram,990
2022-10-19,Geneva,Boat,1045
2022-10-19,Basel,Train,1033
2022-10-19,Basel,Bus,1003
2022-10-19,Basel,Tram,1022
2022-10-19,Basel,Boat,1025
2022-10-19,Bern,Train,967
2022-10-19,Bern,Bus,1001
2022-10-19,Bern,Tram,982
2022-10-19,Bern,Boat,988
2022-10-19,Lausanne,Train,996
2022-10-19,Lausanne,Bus,1010
2022-10-19,Lausanne,Tram,986
2022-10-19,Lausanne,Boat,1035
2022-10-20,Zurich,Train,958
2022-10-20,Zurich,Bus,1034
2022-10-20,Zurich,Tram,1012
2022-10-20,Zurich,Boat,1051
2022-10-20,Geneva,Train,977
2022-10-20,Geneva,Bus,973
2022-10-20,Geneva,Tram,1016
2022-10-20,Geneva,Boat,1037
2022-10-20,Basel,Train,955
2022-10-20,Basel,Bus,1020
2022-10-20,Basel,Tram,1004
2022-10-20,Basel,Boat,984
2022-10-20,Bern,Train,974
2022-10-20,Bern,Bus,1019
2022-10-20,Bern,Tram,1008
2022-10-20,Bern,Boat,1020
2022-10-20,Lausanne,Train,1009
2022-10-20,Lausanne,Bus,1072
2022-10-20,Lausanne,Tram,935
2022-10-20,Lausanne,Boat,993
2022-10-21,Zurich,Train,1043
2022-10-21,Zurich,Bus,958
2022-10-21,Zurich,Tram,985
2022-10-21,Zurich,Boat,1039
2022-10-21,Geneva,Train,1038
2022-10-21,Geneva,Bus,976
2022-10-21,Geneva,Tram,974
2022-10-21,Geneva,Boat,1021
2022-10-21,Basel,Train,993
2022-10-21,Basel,Bus,1012
2022-10-21,Basel,Tram,959
2022-10-21,Basel,Boat,984
2022-10-21,Bern,Train,999
2022-10-21,Bern,Bus,1003
2022-10-21,Bern,Tram,967
2022-10-21,Bern,Boat,1085
2022-10-21,Lausanne,Train,1040
2022-10-21,Lausanne,Bus,1041
2022-10-21,Lausanne,Tram,932
2022-10-21,Lausanne,Boat,1033
2022-10-22,Zurich,Train,966
2022-10-22,Zurich,Bus,938
2022-10-22,Zurich,Tram,986
2022-10-22,Zurich,Boat,1005
2022-10-22,Geneva,Train,1004
2022-10-22,Geneva,Bus,986
2022-10-22,Geneva,Tram,1034
2022-10-22,Geneva,Boat,993
2022-10-22,Basel,Train,972
2022-10-22,Basel,Bus,1020
2022-10-22,Basel,Tram,1000
2022-10-22,Basel,Boat,982
2022-10-22,Bern,Train,986
2022-10-22,Bern,Bus,978
2022-10-22,Bern,Tram,1025
2022-10-22,Bern,Boat,958
2022-10-22,Lausanne,Train,1020
2022-10-22,Lausanne,Bus,1036
2022-10-22,Lausanne,Tram,1022
2022-10-22,Lausanne,Boat,993
2022-10-23,Zurich,Train,977
2022-10-23,Zurich,Bus,976
2022-10-23,Zurich,Tram,993
2022-10-23,Zurich,Boat,1004
2022-10-23,Geneva,Train,1009
2022-10-23,Geneva,Bus,1005
2022-10-23,Geneva,Tram,1025
2022-10-23,Geneva,Boat,989
2022-10-23,Basel,Train,986
2022-10-23,Basel,Bus,926
2022-10-23,Basel,Tram,1018
2022-10-23,Basel,Boat,1010
2022-10-23,Bern,Train,1010
2022-10-23,Bern,Bus,1002
2022-10-23,Bern,Tram,993
2022-10-23,Bern,Boat,973
2022-10-23,Lausanne,Train,1000
2022-10-23,Lausanne,Bus,1004
2022-10-23,Lausanne,Tram,970
2022-10-23,Lausanne,Boat,979
2022-10-24,Zurich,Train,1050
2022-10-24,Zurich,Bus,1063
2022-10-24,Zurich,Tram,969
2022-10-24,Zurich,Boat,997
2022-10-24,Geneva,Train,954
2022-10-24,Geneva,Bus,1013
2022-10-24,Geneva,Tram,1007
2022-10-24,Geneva,Boat,972
2022-10-24,Basel,Train,987
2022-10-24,Basel,Bus,959
2022-10-24,Basel,Tram,987
2022-10-24,Basel,Boat,1018
2022-10-24,Bern,Train,996
2022-10-24,Bern,Bus,965
2022-10-24,Bern,Tram,930
2022-10-24,Bern,Boat,983
2022-10-24,Lausanne,Train,999
2022-10-24,Lausanne,Bus,1010
2022-10-24,Lausanne,Tram,954
2022-10-24,Lausanne,Boat,1000
2022-10-25,Zurich,Train,988
2022-10-25,Zurich,Bus,1014
2022-10-25,Zurich,Tram,957
2022-10-25,Zurich,Boat,966
2022-10-25,Geneva,Train,998
2022-10-25,Geneva,Bus,1083
2022-10-25,Geneva,Tram,1007
2022-10-25,Geneva,Boat,999
2022-10-25,Basel,Train,976
2022-10-25,Basel,Bus,1013
2022-10-25,Basel,Tram,979
2022-10-25,Basel,Boat,1017
2022-10-25,Bern,Train,985
2022-10-25,Bern,Bus,995
2022-10-25,Bern,Tram,937
2022-10-25,Bern,Boat,1038
2022-10-25,Lausanne,Train,967
2022-10-25,Lausanne,Bus,933
2022-10-25,Lausanne,Tram,1074
2022-10-25,Lausanne,Boat,1029
2022-10-26,Zurich,Train,1009
2022-10-26,Zurich,Bus,965
2022-10-26,Zurich,Tram,971
2022-10-26,Zurich,Boat,1051
2022-10-26,Geneva,Train,999
2022-10-26,Geneva,Bus,923
2022-10-26,Geneva,Tram,980
2022-10-26,Geneva,Boat,995
2022-10-26,Basel,Train,1006
2022-10-26,Basel,Bus,980
2022-10-26,Basel,Tram,1059
2022-10-26,Basel,Boat,973
2022-10-26,Bern,Train,984
2022-10-26,Bern,Bus,1042
2022-10-26,Bern,Tram,1031
2022-10-26,Bern,Boat,957
2022-10-26,Lausanne,Train,949
2022-10-26,Lausanne,Bus,1007
2022-10-26,Lausanne,Tram,1016
2022-10-26,Lausanne,Boat,1028
2022-10-27,Zurich,Train,976
2022-10-27,Zurich,Bus,1015
2022-10-27,Zurich,Tram,927
2022-10-27,Zurich,Boat,1004
2022-10-27,Geneva,Train,983
2022-10-27,Geneva,Bus,1000
2022-10-27,Geneva,Tram,923
2022-10-27,Geneva,Boat,983
2022-10-27,Basel,Train,997
2022-10-27,Basel,Bus,1009
2022-10-27,Basel,Tram,1059
2022-10-27,Basel,Boat,998
2022-10-27,Bern,Train,1048
2022-10-27,Bern,Bus,992
2022-10-27,Bern,Tram,963
2022-10-27,Bern,Boat,972
2022-10-27,Lausanne,Train,1007
2022-10-27,Lausanne,Bus,957
2022-10-27,Lausanne,Tram,991
2022-10-27,Lausanne,Boat,993
2022-10-28,Zurich,Train,1003
2022-10-28,Zurich,Bus,945
2022-10-28,Zurich,Tram,1008
2022-10-28,Zurich,Boat,952
2022-10-28,Geneva,Train,990
2022-10-28,Geneva,Bus,1052
2022-10-28,Geneva,Tram,951
2022-10-28,Geneva,Boat,971
2022-10-28,Basel,Train,961
2022-10-28,Basel,Bus,1008
2022-10-28,Basel,Tram,1003
2022-10-28,Basel,Boat,1005
2022-10-28,Bern,Train,970
2022-10-28,Bern,Bus,958
2022-10-28,Bern,Tram,1010
2022-10-28,Bern,Boat,1057
2022-10-28,Lausanne,Train,955
2022-10-28,Lausanne,Bus,989
2022-10-28,Lausanne,Tram,990
2022-10-28,Lausanne,Boat,1049
2022-10-29,Zurich,Train,1008
2022-10-29,Zurich,Bus,958
2022-10-29,Zurich,Tram,970
2022-10-29,Zurich,Boat,1036
2022-10-29,Geneva,Train,1040
2022-10-29,Geneva,Bus,996
2022-10-29,Geneva,Tram,1017
2022-10-29,Geneva,Boat,951
2022-10-29,Basel,Train,913
2022-10-29,Basel,Bus,1048
2022-10-29,Basel,Tram,999
2022-10-29,Basel,Boat,1043
2022-10-29,Bern,Train,980
2022-10-29,Bern,Bus,970
2022-10-29,Bern,Tram,988
2022-10-29,Bern,Boat,980
2022-10-29,Lausanne,Train,1039
2022-10-29,Lausanne,Bus,1017
2022-10-29,Lausanne,Tram,970
2022-10-29,Lausanne,Boat,972
2022-10-30,Zurich,Train,992
2022-10-30,Zurich,Bus,1032
2022-10-30,Zurich,Tram,984
2022-10-30,Zurich,Boat,1015
2022-10-30,Geneva,Train,999
2022-10-30,Geneva,Bus,1068
2022-10-30,Geneva,Tram,994
2022-10-30,Geneva,Boat,978
2022-10-30,Basel,Train,977
2022-10-30,Basel,Bus,1002
2022-10-30,Basel,Tram,939
2022-10-30,Basel,Boat,953
2022-10-30,Bern,Train,1002
2022-10-30,Bern,Bus,994
2022-10-30,Bern,Tram,983
2022-10-30,Bern,Boat,1001
2022-10-30,Lausanne,Train,1006
2022-10-30,Lausanne,Bus,999
2022-10-30,Lausanne,Tram,999
2022-10-30,Lausanne,Boat,1013
2022-10-31,Zurich,Train,1026
2022-10-31,Zurich,Bus,1026
2022-10-31,Zurich,Tram,1007
2022-10-31,Zurich,Boat,1020
2022-10-31,Geneva,Train,990
2022-10-31,Geneva,Bus,952
2022-10-31,Geneva,Tram,1001
2022-10-31,Geneva,Boat,1007
2022-10-31,Basel,Train,949
2022-10-31,Basel,Bus,970
2022-10-31,Basel,Tram,942
2022-10-31,Basel,Boat,973
2022-10-31,Bern,Train,1016
2022-10-31,Bern,Bus,1017
2022-10-31,Bern,Tram,1068
2022-10-31,Bern,Boat,1000
2022-10-31,Lausanne,Train,1022
2022-10-31,Lausanne,Bus,1006
2022-10-31,Lausanne,Tram,1013
2022-10-31,Lausanne,Boat,1017
2022-11-01,Zurich,Train,996
2022-11-01,Zurich,Bus,1043
2022-11-01,Zurich,Tram,983
2022-11-01,Zurich,Boat,971
2022-11-01,Geneva,Train,971
2022-11-01,Geneva,Bus,1038
2022-11-01,Geneva,Tram,1005
2022-11-01,Geneva,Boat,953
2022-11-01,Basel,Train,1067
2022-11-01,Basel,Bus,1015
2022-11-01,Basel,Tram,955
2022-11-01,Basel,Boat,1024
2022-11-01,Bern,Train,967
2022-11-01,Bern,Bus,910
2022-11-01,Bern,Tram,1000
2022-11-01,Bern,Boat,1006
2022-11-01,Lausanne,Train,970
2022-11-01,Lausanne,Bus,970
2022-11-01,Lausanne,Tram,965
2022-11-01,Lausanne,Boat,935
2022-11-02,Zurich,Train,1066
2022-11-02,Zurich,Bus,1006
2022-11-02,Zurich,Tram,1024
2022-11-02,Zurich,Boat,1052
2022-11-02,Geneva,Train,1027
2022-11-02,Geneva,Bus,1020
2022-11-02,Geneva,Tram,981
2022-11-02,Geneva,Boat,1011
2022-11-02,Basel,Train,970
2022-11-02,Basel,Bus,1058
2022-11-02,Basel,Tram,969
2022-11-02,Basel,Boat,980
2022-11-02,Bern,Train,961
2022-11-02,Bern,Bus,1026
2022-11-02,Bern,Tram,1040
2022-11-02,Bern,Boat,994
2022-11-02,Lausanne,Train,984
2022-11-02,Lausanne,Bus,1025
2022-11-02,Lausanne,Tram,975
2022-11-02,Lausanne,Boat,982
2022-11-03,Zurich,Train,991
2022-11-03,Zurich,Bus,1022
2022-11-03,Zurich,Tram,971
2022-11-03,Zurich,Boat,1016
2022-11-03,Geneva,Train,974
2022-11-03,Geneva,Bus,974
2022-11-03,Geneva,Tram,992
2022-11-03,Geneva,Boat,964
2022-11-03,Basel,Train,990
2022-11-03,Basel,Bus,1027
2022-11-03,Basel,Tram,1004
2022-11-03,Basel,Boat,944
2022-11-03,Bern,Train,1012
2022-11-03,Bern,Bus,1039
2022-11-03,Bern,Tram,998
2022-11-03,Bern,Boat,1034
2022-11-03,Lausanne,Train,994
2022-11-03,Lausanne,Bus,959
2022-11-03,Lausanne,Tram,969
2022-11-03,Lausanne,Boat,975
2022-11-04,Zurich,Train,1022
2022-11-04,Zurich,Bus,1054
2022-11-04,Zurich,Tram,966
2022-11-04,Zurich,Boat,1021
2022-11-04,Geneva,Train,968
2022-11-04,Geneva,Bus,980
2022-11-04,Geneva,Tram,985
2022-11-04,Geneva,Boat,970
2022-11-04,Basel,Train,988
2022-11-04,Basel,Bus,983
2022-11-04,Basel,Tram,1079
2022-11-04,Basel,Boat,953
2022-11-04,Bern,Train,1008
2022-11-04,Bern,Bus,1006
2022-11-04,Bern,Tram,981
2022-11-04,Bern,Boat,1025
2022-11-04,Lausanne,Train,1004
2022-11-04,Lausanne,Bus,1015
2022-11-04,Lausanne,Tram,1035
2022-11-04,Lausanne,Boat,988
2022-11-05,Zurich,Train,993
2022-11-05,Zurich,Bus,1054
2022-11-05,Zurich,Tram,937
2022-11-05,Zurich,Boat,1031
2022-11-05,Geneva,Train,975
2022-11-05,Geneva,Bus,1019
2022-11-05,Geneva,Tram,946
2022-11-05,Geneva,Boat,982
2022-11-05,Basel,Train,1011
2022-11-05,Basel,Bus,1000
2022-11-05,Basel,Tram,1034
2022-11-05,Basel,Boat,1023
2022-11-05,Bern,Train,1016
2022-11-05,Bern,Bus,957
2022-11-05,Bern,Tram,978
2022-11-05,Bern,Boat,992
2022-11-05,Lausanne,Train,1000
2022-11-05,Lausanne,Bus,1033
2022-11-05,Lausanne,Tram,1031
2022-11-05,Lausanne,Boat,1001
2022-11-06,Zurich,Train,1023
2022-11-06,Zurich,Bus,999
2022-11-06,Zurich,Tram,945
2022-11-06,Zurich,Boat,983
2022-11-06,Geneva,Train,993
2022-11-06,Geneva,Bus,1003
2022-11-06,Geneva,Tram,957
2022-11-06,Geneva,Boat,1007
2022-11-06,Basel,Train,1030
2022-11-06,Basel,Bus,980
2022-11-06,Basel,Tram,969
2022-11-06,Basel,Boat,960
2022-11-06,Bern,Train,996
2022-11-06,Bern,Bus,1047
2022-11-06,Bern,Tram,1037
2022-11-06,Bern,Boat,1043
2022-11-06,Lausanne,Train,974
2022-11-06,Lausanne,Bus,969
2022-11-06,Lausanne,Tram,976
2022-11-06,Lausanne,Boat,1006
2022-11-07,Zurich,Train,994
2022-11-07,Zurich,Bus,970
2022-11-07,Zurich,Tram,960
2022-11-07,Zurich,Boat,1000
2022-11-07,Geneva,Train,1036
2022-11-07,Geneva,Bus,989
2022-11-07,Geneva,Tram,961
2022-11-07,Geneva,Boat,980
2022-11-07,Basel,Train,954
2022-11-07,Basel,Bus,998
2022-11-07,Basel,Tram,993
2022-11-07,Basel,Boat,1032
2022-11-07,Bern,Train,1030
2022-11-07,Bern,Bus,1055
2022-11-07,Bern,Tram,977
2022-11-07,Bern,Boat,919
2022-11-07,Lausanne,Train,1036
2022-11-07,Lausanne,Bus,1065
2022-11-07,Lausanne,Tram,1073
2022-11-07,Lausanne,Boat,1033
2022-11-08,Zurich,Train,993
2022-11-08,Zurich,Bus,994
2022-11-08,Zurich,Tram,1028
2022-11-08,Zurich,Boat,999
2022-11-08,Geneva,Train,960
2022-11-08,Geneva,Bus,982
2022-11-08,Geneva,Tram,971
2022-11-08,Geneva,Boat,995
2022-11-08,Basel,Train,1017
2022-11-08,Basel,Bus,975
2022-11-08,Basel,Tram,1026
2022-11-08,Basel,Boat,1005
2022-11-08,Bern,Train,1019
2022-11-08,Bern,Bus,973
2022-11-08,Bern,Tram,967
2022-11-08,Bern,Boat,1009
2022-11-08,Lausanne,Train,934
2022-11-08,Lausanne,Bus,998
2022-11-08,Lausanne,Tram,1024
2022-11-08,Lausanne,Boat,1019
2022-11-09,Zurich,Train,987
2022-11-09,Zurich,Bus,989
2022-11-09,Zurich,Tram,970
2022-11-09,Zurich,Boat,1012
2022-11-09,Geneva,Train,983
2022-11-09,Geneva,Bus,1020
2022-11-09,Geneva,Tram,1004
2022-11-09,Geneva,Boat,1014
2022-11-09,Basel,Train,967
2022-11-09,Basel,Bus,933
2022-11-09,Basel,Tram,1055
2022-11-09,Basel,Boat,1075
2022-11-09,Bern,Train,985
2022-11-09,Bern,Bus,938
2022-11-09,Bern,Tram,1027
2022-11-09,Bern,Boat,1038
2022-11-09,Lausanne,Train,1051
2022-11-09,Lausanne,Bus,1003
2022-11-09,Lausanne,Tram,1011
2022-11-09,Lausanne,Boat,980
2022-11-10,Zurich,Train,924
2022-11-10,Zurich,Bus,984
2022-11-10,Zurich,Tram,997
2022-11-10,Zurich,Boat,1015
2022-11-10,Geneva,Train,977
2022-11-10,Geneva,Bus,962
2022-11-10,Geneva,Tram,1017
2022-11-10,Geneva,Boat,1046
2022-11-10,Basel,Train,994
2022-11-10,Basel,Bus,1003
2022-11-10,Basel,Tram,1000
2022-11-10,Basel,Boat,948
2022-11-10,Bern,Train,1007
2022-11-10,Bern,Bus,1009
2022-11-10,Bern,Tram,1013
2022-11-10,Bern,Boat,1022
2022-11-10,Lausanne,Train,1006
2022-11-10,Lausanne,Bus,1025
2022-11-10,Lausanne,Tram,949
2022-11-10,Lausanne,Boat,988
2022-11-11,Zurich,Train,945
2022-11-11,Zurich,Bus,1012
2022-11-11,Zurich,Tram,996
2022-11-11,Zurich,Boat,986
2022-11-11,Geneva,Train,1039
2022-11-11,Geneva,Bus,1022
2022-11-11,Geneva,Tram,966
2022-11-11,Geneva,Boat,983
2022-11-11,Basel,Train,964
2022-11-11,Basel,Bus,1014
2022-11-11,Basel,Tram,953
2022-11-11,Basel,Boat,1050
2022-11-11,Bern,Train,944
2022-11-11,Bern,Bus,1040
2022-11-11,Bern,Tram,984
2022-11-11,Bern,Boat,1023
2022-11-11,Lausanne,Train,984
2022-11-11,Lausanne,Bus,1047
2022-11-11,Lausanne,Tram,1021
2022-11-11,Lausanne,Boat,1012
2022-11-12,Zurich,Train,1017
2022-11-12,Zurich,Bus,985
2022-11-12,Zurich,Tram,1008
2022-11-12,Zurich,Boat,990
2022-11-12,Geneva,Train,985
2022-11-12,Geneva,Bus,996
2022-11-12,Geneva,Tram,974
2022-11-12,Geneva,Boat,1026
2022-11-12,Basel,Train,1004
2022-11-12,Basel,Bus,1003
2022-11-12,Basel,Tram,1007
2022-11-12,Basel,Boat,1018
2022-11-12,Bern,Train,988
2022-11-12,Bern,Bus,980
2022-11-12,Bern,Tram,970
2022-11-12,Bern,Boat,1014
2022-11-12,Lausanne,Train,1015
2022-11-12,Lausanne,Bus,997
2022-11-12,Lausanne,Tram,1008
2022-11-12,Lausanne,Boat,1018
2022-11-13,Zurich,Train,1019
2022-11-13,Zurich,Bus,946
2022-11-13,Zurich,Tram,1000
2022-11-13,Zurich,Boat,967
2022-11-13,Geneva,Train,989
2022-11-13,Geneva,Bus,974
2022-11-13,Geneva,Tram,1012
2022-11-13,Geneva,Boat,983
2022-11-13,Basel,Train,1026
2022-11-13,Basel,Bus,1051
2022-11-13,Basel,Tram,973
2022-11-13,Basel,Boat,1010
2022-11-13,Bern,Train,992
2022-11-13,Bern,Bus,1020
2022-11-13,Bern,Tram,990
2022-11-13,Bern,Boat,1067
2022-11-13,Lausanne,Train,985
2022-11-13,Lausanne,Bus,1005
2022-11-13,Lausanne,Tram,1031
2022-11-13,Lausanne,Boat,953
2022-11-14,Zurich,Train,997
2022-11-14,Zurich,Bus,988
2022-11-14,Zurich,Tram,964
2022-11-14,Zurich,Boat,972
2022-11-14,Geneva,Train,931
2022-11-14,Geneva,Bus,1022
2022-11-14,Geneva,Tram,981
2022-11-14,Geneva,Boat,1004
2022-11-14,Basel,Train,987
2022-11-14,Basel,Bus,988
2022-11-14,Basel,Tram,1013
2022-11-14,Basel,Boat,1037
2022-11-14,Bern,Train,970
2022-11-14,Bern,Bus,982
2022-11-14,Bern,Tram,1002
2022-11-14,Bern,Boat,944
2022-11-14,Lausanne,Train,1039
2022-11-14,Lausanne,Bus,967
2022-11-14,Lausanne,Tram,1034
2022-11-14,Lausanne,Boat,1041
2022-11-15,Zurich,Train,956
2022-11-15,Zurich,Bus,978
2022-11-15,Zurich,Tram,963
2022-11-15,Zurich,Boat,1067
2022-11-15,Geneva,Train,1012
2022-11-15,Geneva,Bus,995
2022-11-15,Geneva,Tram,1025
2022-11-15,Geneva,Boat,963
2022-11-15,Basel,Train,1031
2022-11-15,Basel,Bus,1000
2022-11-15,Basel,Tram,1019
2022-11-15,Basel,Boat,1011
2022-11-15,Bern,Train,1021
2022-11-15,Bern,Bus,987
2022-11-15,Bern,Tram,1030
2022-11-15,Bern,Boat,1043
2022-11-15,Lausanne,Train,1025
2022-11-15,Lausanne,Bus,998
2022-11-15,Lausanne,Tram,943
2022-11-15,Lausanne,Boat,930
2022-11-16,Zurich,Train,982
2022-11-16,Zurich,Bus,986
2022-11-16,Zurich,Tram,1013
2022-11-16,Zurich,Boat,990
2022-11-16,Geneva,Train,959
2022-11-16,Geneva,Bus,1038
2022-11-16,Geneva,Tram,1018
2022-11-16,Geneva,Boat,998
2022-11-16,Basel,Train,998
2022-11-16,Basel,Bus,999
2022-11-16,Basel,Tram,983
2022-11-16,Basel,Boat,1021
2022-11-16,Bern,Train,1010
2022-11-16,Bern,Bus,996
2022-11-16,Bern,Tram,1010
2022-11-16,Bern,Boat,988
2022-11-16,Lausanne,Train,965
2022-11-16,Lausanne,Bus,971
2022-11-16,Lausanne,Tram,989
2022-11-16,Lausanne,Boat,1052
2022-11-17,Zurich,Train,1012
2022-11-17,Zurich,Bus,996
2022-11-17,Zurich,Tram,1050
2022-11-17,Zurich,Boat,937
2022-11-17,Geneva,Train,1077
2022-11-17,Geneva,Bus,987
2022-11-17,Geneva,Tram,1031
2022-11-17,Geneva,Boat,1009
2022-11-17,Basel,Train,984
2022-11-17,Basel,Bus,1051
2022-11-17,Basel,Tram,1016
2022-11-17,Basel,Boat,961
2022-11-17,Bern,Train,1018
2022-11-17,Bern,Bus,1002
2022-11-17,Bern,Tram,956
2022-11-17,Bern,Boat,1039
2022-11-17,Lausanne,Train,982
2022-11-17,Lausanne,Bus,995
2022-11-17,Lausanne,Tram,1054
2022-11-17,Lausanne,Boat,984
2022-11-18,Zurich,Train,973
2022-11-18,Zurich,Bus,991
2022-11-18,Zurich,Tram,980
2022-11-18,Zurich,Boat,999
2022-11-18,Geneva,Train,964
2022-11-18,Geneva,Bus,1011
2022-11-18,Geneva,Tram,1000
2022-11-18,Geneva,Boat,992
2022-11-18,Basel,Train,973
2022-11-18,Basel,Bus,1045
2022-11-18,Basel,Tram,964
2022-11-18,Basel,Boat,1045
2022-11-18,Bern,Train,1023
2022-11-18,Bern,Bus,965
2022-11-18,Bern,Tram,965
2022-11-18,Bern,Boat,972
2022-11-18,Lausanne,Train,937
2022-11-18,Lausanne,Bus,987
2022-11-18,Lausanne,Tram,1019
2022-11-18,Lausanne,Boat,988
2022-11-19,Zurich,Train,1068
2022-11-19,Zurich,Bus,987
2022-11-19,Zurich,Tram,1018
2022-11-19,Zurich,Boat,1006
2022-11-19,Geneva,Train,967
2022-11-19,Geneva,Bus,979
2022-11-19,Geneva,Tram,1026
2022-11-19,Geneva,Boat,992
2022-11-19,Basel,Train,1017
2022-11-19,Basel,Bus,976
2022-11-19,Basel,Tram,1028
2022-11-19,Basel,Boat,975
2022-11-19,Bern,Train,1022
2022-11-19,Bern,Bus,964
2022-11-19,Bern,Tram,947
2022-11-19,Bern,Boat,1035
2022-11-19,Lausanne,Train,1024
2022-11-19,Lausanne,Bus,1059
2022-11-19,Lausanne,Tram,1077
2022-11-19,Lausanne,Boat,965
2022-11-20,Zurich,Train,1038
2022-11-20,Zurich,Bus,987
2022-11-20,Zurich,Tram,975
2022-11-20,Zurich,Boat,998
2022-11-20,Geneva,Train,960
2022-11-20,Geneva,Bus,979
2022-11-20,Geneva,Tram,1059
2022-11-20,Geneva,Boat,1018
2022-11-20,Basel,Train,924
2022-11-20,Basel,Bus,1000
2022-11-20,Basel,Tram,982
2022-11-20,Basel,Boat,969
2022-11-20,Bern,Train,1023
2022-11-20,Bern,Bus,978
2022-11-20,Bern,Tram,993
